id|authority_id|name|url|machine_name|sort_name
357|604|Aalborg Universitetsforlag IJSEPM|http://journals.aau.dk/index.php/|aalborg universitetsforlag ijsepm|aalborg universitetsforlag ijsepm
358|604|Aalborg Universitetsforlag Musikterapi i psykiatrien|http://journals.aau.dk/index.php/|aalborg universitetsforlag musikterapi i psykiatrien|aalborg universitetsforlag musikterapi i psykiatrien
359|359|Firenze University Press|http://www.fupress.com/|firenze university press|firenze university press
360|360|Taylor & Francis (Routledge)|http://www.routledge.com/|taylor francis routledge|taylor francis routledge
361|360|Taylor & Francis (Routledge)|http://www.routledge.com/|taylor francis routledge|taylor francis routledge
362|360|Taylor & Francis (Routledge)|http://www.routledge.com/|taylor francis routledge|taylor francis routledge
363|360|Taylor & Francis (Routledge)|http://www.routledge.com/|taylor francis routledge|taylor francis routledge
364|360|Taylor & Francis (Routledge)|http://www.routledge.com/|taylor francis routledge|taylor francis routledge
365|365|Michigan Publishing|http://www.publishing.umich.edu/|michigan publishing|michigan publishing
366|365|Michigan Publishing|http://www.publishing.umich.edu/|michigan publishing|michigan publishing
367|365|Michigan Publishing (White)|http://www.publishing.umich.edu/|michigan publishing white|michigan publishing white
368|365|Michigan Publishing|http://www.publishing.umich.edu/|michigan publishing|michigan publishing
369|365|Michigan Publishing|http://www.publishing.umich.edu/|michigan publishing|michigan publishing
370|365|Michigan Publishing|http://www.publishing.umich.edu/|michigan publishing|michigan publishing
371|365|Michigan Publishing|http://www.publishing.umich.edu/|michigan publishing|michigan publishing
372|365|Michigan Publishing (Blue)|http://www.publishing.umich.edu/|michigan publishing blue|michigan publishing blue
373|365|Michigan Publishing|http://www.publishing.umich.edu/|michigan publishing|michigan publishing
374|365|Michigan Publishing|http://www.publishing.umich.edu/|michigan publishing|michigan publishing
375|761|American Society for Cell Biology|http://www.ascb.org/|american society for cell biology|american society for cell biology
376|1229|Econometric Society|http://www.econometricsociety.org/aims.asp|econometric society|econometric society
377|377|American Heart Association|http://jaha.ahajournals.org/|american heart association green|american heart association green
378|2002|Palgrave Macmillan (Yellow)|http://www.palgrave-journals.com/pal/index.html|palgrave macmillan yellow|palgrave macmillan yellow
379|1215|Borntraeger Science Publishers (Green)|http://www.schweizerbart.de/|borntraeger science publishers green|borntraeger science publishers green
380|1732|Landes Bioscience|http://www.landesbioscience.com/index.php|landes bioscience|landes bioscience
381|381|Alma Mater Studiorum - Università di Bologna (University of Bologna)|http://www.unibo.it/it|alma mater studiorum universit di bologna university of bologna|alma mater studiorum universit di bologna university of bologna
382|381|Alma Mater Studiorum - Università di Bologna (Blue)|http://www.unibo.it/it|alma mater studiorum universit di bologna blue|alma mater studiorum universit di bologna blue
383|381|Alma Mater Studiorum - Università di Bologna (University of Bologna)|http://www.unibo.it/it|alma mater studiorum universit di bologna university of bologna|alma mater studiorum universit di bologna university of bologna
384|381|Alma Mater Studiorum - Università di Bologna (University of Bologna)|http://www.unibo.it/it|alma mater studiorum universit di bologna university of bologna|alma mater studiorum universit di bologna university of bologna
385|1127|Columbia University, Library/Information Service, Center for Digital Research and Scholarship|http://cdrs.columbia.edu/cdrsmain/?q=index.php|columbia university library information service center for digital research and scholarship|columbia university library information service center for digital research and scholarship
386|1127|Columbia University, Library/Information Service, Center for Digital Research and Scholarship|http://cdrs.columbia.edu/cdrsmain/?q=index.php|columbia university library information service center for digital research and scholarship|columbia university library information service center for digital research and scholarship
387|387|Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Centro de História d'Aquém e d'Além Mar (Blue)|http://cham.fcsh.unl.pt/|universidade nova de lisboa faculdade de ci ncias sociais e humanas centro de hist ria d aqu m e d al m mar blue|universidade nova de lisboa faculdade de ci ncias sociais e humanas centro de hist ria d aqu m e d al m mar blue
388|388|Yildiz Technical University|http://eds.yildiz.edu.tr/|yildiz technical university|yildiz technical university
389|389|Association of College and Research Libraries|http://www.ala.org/acrl/|association of college and research libraries|association of college and research libraries
390|391|Utrecht University Library Open Access Journals (Blue)|http://www.uu.nl/en/university-library/publishing/open-access-at-utrecht-university/publishing-service-uopen-journals|utrecht university library open access journals blue|utrecht university library open access journals blue
391|391|Utrecht University Library Open Access Journals (Uopen Journals)|http://www.uu.nl/en/university-library/publishing/open-access-at-utrecht-university/publishing-service-uopen-journals|utrecht university library open access journals uopen journals|utrecht university library open access journals uopen journals
392|391|Utrecht University Library Open Access Journals (Uopen Journals)|http://www.uu.nl/en/university-library/publishing/open-access-at-utrecht-university/publishing-service-uopen-journals|utrecht university library open access journals uopen journals|utrecht university library open access journals uopen journals
393|391|Utrecht University Library Open Access Journals (Uopen Journals)|http://www.uu.nl/en/university-library/publishing/open-access-at-utrecht-university/publishing-service-uopen-journals|utrecht university library open access journals uopen journals|utrecht university library open access journals uopen journals
394|391|Utrecht University Library Open Access Journals (Uopen Journals)|http://www.uu.nl/en/university-library/publishing/open-access-at-utrecht-university/publishing-service-uopen-journals|utrecht university library open access journals uopen journals|utrecht university library open access journals uopen journals
395|391|Utrecht University Library Open Access Journals (Uopen Journals)|http://www.uu.nl/en/university-library/publishing/open-access-at-utrecht-university/publishing-service-uopen-journals|utrecht university library open access journals uopen journals|utrecht university library open access journals uopen journals
396|391|Utrecht University Library Open Access Journals (Uopen Journals)|http://www.uu.nl/en/university-library/publishing/open-access-at-utrecht-university/publishing-service-uopen-journals|utrecht university library open access journals uopen journals|utrecht university library open access journals uopen journals
397|391|Utrecht University Library Open Access Journals (Uopen Journals)|http://www.uu.nl/en/university-library/publishing/open-access-at-utrecht-university/publishing-service-uopen-journals|utrecht university library open access journals uopen journals|utrecht university library open access journals uopen journals
398|398|AlphaMed Press|http://theoncologist.alphamedpress.org/|alphamed press|alphamed press
399|398|AlphaMed Press|http://www.stemcellsportal.com/sister_journals_sctm|alphamed press|alphamed press
400|400|Julius Kühn-Institut - Bundesforschungsinstitut für Kulturpflanzen (Federal Research Centre for Cultivated Plants)|http://www.jki.bund.de/en/startseite/home.html|julius k hn institut bundesforschungsinstitut f r kulturpflanzen federal research centre for cultivated plants|julius k hn institut bundesforschungsinstitut f r kulturpflanzen federal research centre for cultivated plants
